site_name,Zm,g1,Albedo,Elev,MAP,MAT,Source,Dataset,N_gN_100gleaf,AGB_t_DM_ha,Ref,lat,long,LC,Koppen,hc,LAImax,DATA_START,DATA_END,hc_RS,Elev_srtm3,Elev_gtopo30,theta_fc,theta_paw,theta_r,theta_s
CN-HaM,2.200000048,3.8,0.16,3975.0,,,FLUXNET2015,F15,2.938,0.0,46,37.36999893,101.1800003,GRA,ET,0.300000012,2.8,2002.0,2004.0,0.005167068549776,4004.0,3982,0.32438,0.20379,0.1145,0.48385
CN-Qia,39.59999847,3.5,0.1,64.0,1466.75,18.95,FLUXNET2015,F15,1.23,88.0,,26.74139977,115.0580978,ENF,Cfa,13.0,3.5,2003.0,2005.0,3.0887805547926384,112.0,84,0.3221,0.17399,0.14194,0.44849
CZ-BK1,35.0,5.1,,875.0,1316.0,6.7,ICOS,,,,,49.50207615,18.53688247,ENF,Dfb,25.0,7.6,2004.0,2023.0,13.3377199858087,867.0,855,0.36237,0.23638,0.11799,0.52856
CZ-BK2,,2.9,,855.0,1316.0,6.7,FLUXNET2015,F15,,169.0,,49.494,18.543,GRA,Dfb,0.1,,2004.0,2012.0,13.123625081484288,849.0,836,0.35937,0.23531,0.11644,0.52302
CZ-KrP,5.0,5.6,,,620.0,7.1,ICOS,,,,,49.573257,15.078773,CRO,Cfb,3.0,,2014.0,2020.0,4.580227317586684,540.0,491,0.30328,0.19159,0.10645,0.45908
CZ-Lnz,40.0,4.6,,,550.0,9.3,ICOS,,,,,48.681611,16.946416,MF,Cfb,34.6,2.9,2015.0,2023.0,4.01744132497132,170.0,162,0.27403,0.15567,0.1134,0.44073
CZ-RAJ,35.0,3.9,,,681.0,7.1,ICOS,,,,,49.4437236,16.6965125,ENF,Cfb,25.0,7.6,2012.0,2020.0,6.122824814026754,648.0,601,0.34376,0.22117,0.11569,0.50667
CZ-Stn,43.5,5.5,,,685.0,8.7,ICOS,,,,,49.035975,17.9699,DBF,Cfb,35.0,6.6,2010.0,2020.0,9.449649529796208,561.0,595,0.38221,0.2381,0.13659,0.51632
CZ-wet,2.700000048,6.5,,426.0,604.0,7.7,ICOS,F15,,22.0,,49.02465057,14.77035046,WET,Cfb,1.0,0.9,2006.0,2023.0,6.0677034388124165,425.0,425,0.29314,0.17388,0.11396,0.44874
DE-Akm,8.0,6.5,,-1.0,558.0,8.7,ICOS,F15,,49.0,,53.86617,13.68342,WET,Cfb,4.0,0.9,2009.0,2020.0,2.149313890446812,-1.0,2,0.28374,0.15716,0.12137,0.46436
DE-Bay,31.0,5.1,,781.0,,,FLUXNET2015,LT,,163.0,47,50.14194107,11.86693954,ENF,Cfb,25.0,5.6,,,4.1449786628734,782.0,834,0.36118,0.23454,0.11783,0.53826
DE-Gds,31.0,4.1,,,883.0,8.3,ICOS,,,,,56.0737,9.3341,EBF,Cfb,25.0,,,,4.78105953061988,90.0,84,0.26412,0.1602,0.099113,0.52924
DE-Geb,6.0,5.6,0.19,161.5,470.0,8.5,ICOS,,,,,51.10010147,10.91429996,CRO,Cfb,1.0,6.0,2001.0,2023.0,1.1472675571698243,159.0,156,0.31668,0.17887,0.1322,0.439
DE-Gri,3.0,2.9,0.16,385.0,877.0,8.4,ICOS,F15,,142.0,48,50.94947052,13.51253033,GRA,Cfb,0.82,6.5,2004.0,2023.0,4.470380463012536,375.0,377,0.36868,0.23709,0.12366,0.52638
DE-Hai,43.5,5.5,0.11,430.0,720.0,8.3,ICOS,F15,2.317,185.0,49,51.07916641,10.45300007,DBF,Cfb,35.0,6.6,2000.0,2023.0,5.705889382857691,458.0,431,0.39822,0.24254,0.14742,0.52675
DE-HoH,43.5,5.5,,,563.0,9.1,ICOS,,,,,52.085306,11.219222,DBF,Cfb,35.0,4.2,2015.0,2023.0,1.4180790960451983,209.0,186,0.32526,0.21501,0.10494,0.47314
DE-Hte,8.0,6.5,,0.2,645.0,9.2,ICOS,,,,,54.210278,12.176111,WET,Cfb,4.0,0.9,,,4.056944701999036,3.0,2,0.30588,0.18115,0.11815,0.50575
DE-Hzd,43.5,5.5,,,901.0,7.8,ICOS,,,,,50.96381,13.48978,DBF,Cfb,35.0,6.6,2010.0,2023.0,4.290569413493719,398.0,394,0.3608,0.23735,0.11604,0.52072
DE-Kli,3.5,5.6,0.12,478.0,842.0,7.6,ICOS,,,,,50.89305878,13.52237988,CRO,Cfb,1.5,6.0,2004.0,2023.0,4.287469601945475,480.0,475,0.32744,0.20599,0.1161,0.46146
DE-Lkb,,3.9,,1308.0,1599.0,4.0,FLUXNET2015,F15,,70.0,50,49.0996,13.3047,ENF,Dfb,2.0,,2009.0,2013.0,9.670048738365486,1315.0,1180,0.36483,0.238,0.11799,0.53952
DE-Lnf,,5.5,,451.0,894.6,6.96,FLUXNET2015,F15,,142.0,51,51.3282,10.3678,DBF,Cfb,35.0,4.2,2002.0,2012.0,4.072613877706278,473.0,457,0.40154,0.24734,0.14639,0.52172
DE-Meh,3.0,4.6,,291.0,,,FLUXNET2015,LT,1.41,0.0,52,51.27531052,10.65546989,MF,Cfb,1.0,2.9,,,2.593247639450924,289.0,303,0.35499,0.20867,0.14034,0.46533
DE-Obe,30.0,5.1,0.1,734.0,996.0,5.5,ICOS,F15,,163.0,,50.78665924,13.72128963,ENF,Cfb,20.5,7.6,2008.0,2020.0,6.790176423416201,743.0,699,0.3589,0.23412,0.11638,0.53334
DE-RuR,2.0,5.4,,514.7,1033.0,7.7,ICOS,,,,,50.6219142,6.3041256,GRA,Cfb,0.3,3.0,2011.0,2023.0,8.668785447280221,514.0,525,0.34464,0.21734,0.12155,0.47583
DE-RuS,2.0,5.6,,102.755,700.0,10.0,ICOS,,,,,50.86590702,6.447144704,CRO,Cfb,1.0,6.0,2011.0,2023.0,2.244911369682983,101.0,108,0.31638,0.1917,0.11999,0.42202
DE-RuW,23.5,4.7,,,,,ICOS,,,,,50.50490703,6.33101886,ENF,Cfb,19.0,2.1,2012.0,2023.0,8.401300327100914,624.0,619,0.41958,0.25138,0.15745,0.56053
DE-Seh,2.0,5.6,0.19,103.0,693.0,9.9,FLUXNET2015,,,,,50.87062454,6.449649811,CRO,Cfb,0.800000012,,2007.0,2010.0,2.0747780377576204,103.0,107,0.31638,0.1917,0.11999,0.42202
DE-SfN,4.300000191,6.5,,590.0,1127.0,8.6,FLUXNET2015,F15,,65.0,,47.80638885,11.32750034,WET,Cfb,2.0,,2012.0,2014.0,5.55761891781382,595.0,594,0.30551,0.19091,0.10833,0.49476
DE-Spw,,6.5,,61.0,558.0,8.7,FLUXNET2015,F15,,141.0,,51.892,14.034,WET,Cfb,23.8,,2010.0,2014.0,4.933384469682146,60.0,51,0.23275,0.138396,0.091281,0.45578
DE-Tha,42.0,5.1,0.1,380.0,843.0,8.2,ICOS,F15,1.4,188.0,53,50.9636116,13.56694031,ENF,Cfb,29.4,7.6,1996.0,2023.0,5.09527574777365,388.0,295,0.34257,0.21947,0.11611,0.50774
DE-Wet,29.39999962,5.1,,703.0,,,FLUXNET2015,LT,1.4,214.5,51,50.45349884,11.45753002,ENF,Cfb,22.0,7.7,,,9.024468042152856,790.0,726,0.40473,0.25708,0.13695,0.56361
DE-Zrk,,,,0.0,584.0,8.7,FLUXNET2015,,,,,53.8759,12.889,WET,Cfb,,,2013.0,2014.0,2.6675166189347417,-2.0,3,0.32699,0.18057,0.13972,0.47651
DK-Eng,,,,10.0,613.0,8.0,FLUXNET2015,,,,,55.6905,12.1918,GRA,Cfb,,,2005.0,2008.0,1.1787400002851969,15.0,19,0.2558,0.14409,0.10751,0.44324
DK-Fou,3.5,,,51.0,,8.0,FLUXNET2015,,,,,56.48419952,9.587220192,CRO,Cfb,1.0,,,,2.3609518288551925,61.0,52,0.21307,0.125455,0.085371,0.44203
DK-Lva,2.5,,,-2493.0,,,FLUXNET2015,,,,,55.68330002,12.08329964,,Cfb,0.5,,,,1.107601254991443,20.0,14,0.27095,0.15739,0.10875,0.45718
DK-NuF,,6.5,,,,,,F15,,,54,64.131,-51.386,WET,ET,0.1,,,,,,354,0.29113,0.19076,0.093447,0.51209
DK-Ris,2.0,,,24.0,,,FLUXNET2015,,,,,55.53028107,12.09722042,,Cfb,1.0,,,,1.7247014861266212,17.0,23,0.28274,0.16201,0.11551,0.45516
DK-Sor,57.0,5.7,,40.0,660.0,8.2,ICOS,F15,2.27,123.0,55,55.48587036,11.64463997,DBF,Cfb,29.2,5.0,1996.0,2023.0,2.2531318980592263,46.0,35,0.26348,0.15799,0.10096,0.4721
DK-ZaH,3.0,5.4,,38.0,,,FLUXNET2015,F15,,,56,74.47319794,-20.5503006,GRA,ET,0.5,,,,,,52,0.3257,0.20203,0.11568,0.52546
ES-Abr,8.0,3.8,,,,,ICOS,,,,,38.701839,-6.785881,SAV,Csa,4.0,2.0,2015.0,2020.0,0.3014390205120051,280.0,281,0.27761,0.14668,0.1256,0.41038
ES-Agu,,4.4,,,,,ICOS,,,,,36.940046,-2.033208,OSH,BSh,,,2006.0,2020.0,0.0155723605866606,202.0,205,0.27455,0.13523,0.13379,0.40375
ES-Amo,,,,58.0,0.0,,FLUXNET2015,,,,,36.8336,-2.2523,OSH,BSh,,,2007.0,2012.0,0.0139336241692828,57.0,57,0.2546,0.12789,0.12171,0.39472
ES-Cnd,,3.7,,,474.0,15.8,ICOS,,,,,37.914998,-3.227659,WSA,BSk,,,2014.0,2020.0,0.8917857214620128,366.0,358,0.31315,0.15429,0.15262,0.42326
ES-ES1,13.0,4.5,,1.0,,,FLUXNET2015,LT,,,57,39.34597015,-0.318809986,ENF,Csa,7.5,3.63,,,0.186925735895138,4.0,1,0.31553,0.16516,0.14402,0.45283
ES-ES2,1.600000024,,,7.0,,,FLUXNET2015,,,,,39.27555847,-0.31527999,,Csa,0.5,,,,0.2041856430275428,0.0,5,0.38165,0.18478,0.18748,0.49919
ES-LJu,,4.4,,1600.0,400.0,16.0,ICOS,F15,,,59,36.926594,-2.752115,OSH,Csa,0.5,,2004.0,2020.0,0.8235270165723361,1613.0,1619,0.28163,0.15008,0.12618,0.41858
ES-LM1,8.0,3.8,,,700.0,16.0,ICOS,,,,,39.94269,-5.778683,SAV,Csa,4.0,2.0,2014.0,2020.0,1.3827535368723216,264.0,284,0.28346,0.14762,0.13035,0.41792
ES-LM2,8.0,3.8,,,700.0,16.0,ICOS,,,,,39.934592,-5.775881,SAV,Csa,4.0,2.0,2014.0,2020.0,1.3768711734320225,268.0,283,0.2842,0.14898,0.12974,0.4209
ES-LMa,15.0,3.8,,278.0,,,FLUXNET2015,LT,1.32,,60,39.9426918,-5.773359776,SAV,Csa,8.0,2.0,,,1.391775124242099,266.0,278,0.28202,0.14628,0.13026,0.41568
ES-LgS,1.5,4.4,0.25,2267.0,,,FLUXNET2015,F15,,,58,37.09793472,-2.965830088,OSH,Csb,0.200000003,,2007.0,2009.0,3.1235741637972168,2263.0,2300,0.31414,0.18599,0.12232,0.46305
ES-VDA,1.5,4.8,,1787.0,,,FLUXNET2015,LT,,96.0,,42.15217972,1.448500037,GRA,Cfb,0.5,1.4,,,5.83198059608524,1770.0,1791,0.35567,0.20568,0.14246,0.50138
FI-Hyy,23.0,2.4,0.1,181.0,709.0,3.8,ICOS,F15,1.258,105.0,61,61.84749985,24.29500008,ENF,Dfc,18.45,6.7,1996.0,2023.0,7.018065222957239,,185,0.36536,0.24204,0.11291,0.55525
FI-Jok,,,,109.0,627.0,4.6,FLUXNET2015,,,,,60.8986,23.5134,CRO,Dfb,,,2000.0,2003.0,4.890481334626389,,112,0.45025,0.25649,0.17984,0.58901
FI-Kaa,5.0,6.5,,159.0,,,FLUXNET2015,LT,,19.0,62,69.14069366,27.29503059,WET,Dfc,0.800000012,0.7,,,2.636985380457678,,159,0.2919,0.193549,0.091102,0.51468
FI-Ken,,,,,484.0,-1.4,ICOS,,,,,67.98721,24.24301,ENF,Dfc,,,2018.0,2023.0,2.848851144137769,,331,0.3422,0.2326,0.10108,0.53436
FI-Let,27.0,2.4,,111.0,627.0,4.6,ICOS,F15,,123.0,63,60.64183,23.95952,ENF,Dfb,19.2,6.7,2009.0,2023.0,8.542843000773393,,107,0.37547,0.24385,0.12071,0.5606
FI-Lom,3.0,6.5,,274.0,484.0,-1.4,FLUXNET2015,F15,,40.0,64,67.99720001,24.20918083,WET,Dfc,0.400000006,1.0,,,2.889323813206818,,280,0.31916,0.21815,0.093008,0.52383
FI-Qvd,,5.6,,,650.0,54.0,ICOS,,,,,60.295242,22.391607,CRO,Dfb,,,2018.0,2020.0,4.150622040693784,,14,0.42647,0.2389,0.17146,0.5966
FI-Sii,8.0,6.5,,160.0,701.0,3.5,ICOS,,,,,61.83265,24.19285,WET,Dfc,4.0,0.9,2016.0,2023.0,7.022123181972557,,173,0.38633,0.25118,0.12426,0.56305
FI-Sod,23.0,2.4,0.1,180.0,500.0,-1.0,FLUXNET2015,F15,1.05,56.0,65,67.36186218,26.63783073,ENF,Dfc,12.69999981,1.2,2001.0,2014.0,3.966176178455663,,188,0.29957,0.200466,0.091556,0.51739
FI-Var,35.0,2.4,,,601.0,-0.5,ICOS,,,,,67.7549,29.61,ENF,Dfc,25.0,1.2,2016.0,2023.0,2.0541867928037045,,344,0.34252,0.23572,0.097386,0.54167
FR-Aur,,5.6,,,,12.9,ICOS,,,,,43.54965,1.10615,CRO,Cfa,,,2005.0,2023.0,2.6681031698426625,245.0,260,0.32981,0.1703,0.15325,0.43761
FR-Bil,35.0,4.5,,,930.0,12.8,ICOS,,,,,44.493672,-0.956082,ENF,Cfb,25.0,3.2,2014.0,2023.0,5.751274015533452,38.0,39,0.25119,0.13594,0.11082,0.4169
FR-EM2,2.0,5.6,,,680.0,10.8,ICOS,,,,,49.8721083,3.02065,CRO,Cfb,1.0,6.0,,,1.0244197846083345,84.0,87,0.32962,0.19624,0.12838,0.43041
FR-FBn,,4.6,,,700.0,13.6,ICOS,,,,,43.2403,5.6786,MF,Csa,,,2008.0,2023.0,3.956467304107504,430.0,406,0.32596,0.17642,0.14315,0.45744
FR-Fon,35.0,5.5,,103.0,720.0,10.2,FLUXNET2015,F15,2.4,132.0,66,48.47639847,2.780139923,DBF,Cfb,24.0,5.2,,,9.172553409990073,103.0,93,0.30244,0.18005,0.11731,0.43236
FR-Gri,3.170000076,5.6,0.12,125.0,650.0,12.0,FLUXNET2015,,,,,48.84421921,1.951910019,CRO,Cfb,1.0,,,,4.545032885664859,121.0,114,0.32604,0.18127,0.13922,0.43167
FR-Hes,18.0,5.5,,293.0,820.0,9.2,ICOS,LT,2.3,127.0,67,48.67416,7.065559864,DBF,Cfb,16.0,4.6,2014.0,2023.0,6.008208611076176,315.0,300,0.34493,0.19581,0.1427,0.46881
FR-LBr,38.0,4.5,0.1,61.0,900.0,13.6,FLUXNET2015,F15,1.26,71.0,68,44.71710968,-0.769299984,ENF,Cfb,20.0,3.2,1996.0,2008.0,5.835401000805354,74.0,60,0.25172,0.13442,0.1134,0.43436
FR-LGt,,6.5,,,880.0,11.0,ICOS,,,,,47.322917,2.284102,WET,Cfb,,,2017.0,2020.0,9.167356705716283,155.0,160,0.25567,0.157549,0.093767,0.41555
FR-Lam,,5.6,,,,12.55,ICOS,,,,,43.496437,1.237878,CRO,Cfa,,,2005.0,2023.0,1.8836691723768544,181.0,181,0.30009,0.163,0.13172,0.41359
FR-Lq1,2.0,,,1066.0,,,FLUXNET2015,,,,,45.64305878,2.735830069,,Cfb,0.5,,,,5.263215515936949,1042.0,1062,0.35922,0.2175,0.1346,0.50094
FR-Lq2,2.0,,,1081.0,,,FLUXNET2015,,,,,45.63919067,2.737030029,,Cfb,0.5,,,,5.266955678004581,1022.0,1089,0.36324,0.21773,0.13822,0.50272
FR-Pue,11.0,4.1,,270.0,883.0,13.5,FLUXNET2015,F15,1.23,96.0,69,43.74139023,3.595829964,EBF,Csa,6.5,2.9,2000.0,2014.0,2.2419682685674864,273.0,253,0.33854,0.18387,0.14785,0.47081
FR-Tou,,,,,638.0,13.8,ICOS,,,,,43.572855,1.37474,GRA,Cfa,,,2018.0,2023.0,1.713820613327185,162.0,156,0.29497,0.16049,0.12901,0.42105
GA-PA,2.9,,,254.0,,,OzFlux,,,,,-37.390033,141.960897,GRA,Cfb,0.05,,2015.0,2021.0,2.4450147815170293,,233,0.27473,0.13405,0.13659,0.45559
GF-Guy,55.0,4.1,0.11,48.0,3041.0,25.7,FLUXNET2015,F15,1.59,275.5,70,5.278771877,-52.92485809,EBF,Am,35.0,6.74,,,16.854928585153388,49.0,29,0.36387,0.16707,0.18748,0.49131
GH-Ank,,4.1,,124.0,1900.0,26.0,FLUXNET2015,F15,,184.0,71,5.2685,-2.6942,EBF,Aw,27.0,,2011.0,2014.0,8.25531587846493,125.0,76,0.29065,0.1377,0.1476,0.45236
GL-Dsk,,,,,420.0,-3.0,ICOS,,,,,69.25349,-53.51413,SNO,ET,,,2020.0,2023.0,,,-9999,0.33679,0.19805,0.13076,0.51966
HU-Bug,4.0,2.9,,106.0,,,FLUXNET2015,LT,2.15,0.0,,46.69110107,19.60129929,GRA,Cfb,1.0,4.7,,,3.267693541497776,106.0,106,0.22165,0.11467,0.10486,0.42098
HU-Mat,,2.9,,,,,,LT,,110.0,,47.847,19.726,GRA,Cfb,0.2,,,,5.491517327851653,303.0,317,0.31705,0.1711,0.13973,0.453
ID-Pag,41.0,,,30.0,2546.0,26.2,FLUXNET2015,,,,,-2.319999933,113.9000015,EBF,Af,26.0,,,,6.09447108277307,23.0,69,0.58075,0.26532,0.2661,0.73238
IE-Ca1,1.899999976,,,72.0,,,FLUXNET2015,,,,,52.85879135,-6.918139935,,Cfb,0.899999976,,,,1.0790953526500466,58.0,55,0.34755,0.20165,0.13862,0.49694
IE-Cra,,6.5,,,820.0,9.6,ICOS,,,,,53.323088,-7.641774,WET,Cfb,,,2020.0,2020.0,1.5378807977138869,56.0,70,0.31583,0.19132,0.11758,0.50683
IE-Dri,6.0,5.4,,186.0,,,FLUXNET2015,LT,,5.0,,51.98669052,-8.751810074,GRA,Cfb,0.5,,,,1.821389220995382,187.0,189,0.35488,0.21913,0.12857,0.50565
IL-Yat,15.0,4.5,,,285.0,18.2,ICOS,LT,0.974,0.0,72,31.34504459,35.05198851,ENF,Csa,10.0,2.5,2000.0,2020.0,0.1365976845626579,657.0,674,0.30641,0.1351,0.16464,0.41298
IS-Gun,,5.7,,,,,,LT,,0.0,,63.833,-20.217,DBF,Cfc,,,,,0.022373892856944,,63,0.33588,0.21932,0.10853,0.52645
IT-Amp,4.0,2.9,,991.0,,,FLUXNET2015,LT,1.599,36.0,73,41.90409851,13.60515976,GRA,Cfb,0.5,2.5,,,6.319671043905029,833.0,991,0.34583,0.17939,0.15927,0.46843
IT-BCi,2.0,5.6,0.19,20.0,600.0,18.0,ICOS,,,,,40.5237999,14.95744038,CRO,Csa,1.0,6.0,2004.0,2023.0,0.7018599880000774,10.0,10,0.32237,0.15984,0.15608,0.43353
IT-BFt,,4.9,,,650.0,13.2,ICOS,,,,,45.197755,10.741966,DBF,Cfa,,,2019.0,2023.0,0.8237674034735182,37.0,21,0.2957,0.16331,0.12685,0.43459
IT-CA1,8.0,4.7,0.11,200.0,766.0,14.0,FLUXNET2015,F15,,0.0,74,42.38040924,12.02655983,DBF,Csa,5.5,,,,3.006611119470359,204.0,210,0.31418,0.1567,0.15132,0.42324
IT-CA2,3.200000048,5.6,0.12,200.0,766.0,14.0,FLUXNET2015,,,,,42.37722015,12.02604008,CRO,Csa,0.300000012,,,,3.095065223320511,201.0,210,0.31418,0.1567,0.15132,0.42324
IT-CA3,7.0,4.7,0.11,197.0,766.0,14.0,FLUXNET2015,F15,,0.0,74,42.38000107,12.02219963,DBF,Csa,3.5,,2011.0,2014.0,2.8731779796497974,197.0,199,0.31617,0.15595,0.15396,0.4243
IT-Col,25.20000076,4.7,0.11,1560.0,1180.0,6.3,FLUXNET2015,F15,2.503,168.0,75,41.84936142,13.58813953,DBF,Cfb,13.0,6.6,1996.0,2014.0,7.896499729727165,1532.0,1641,0.38311,0.22267,0.15189,0.52198
IT-Cp2,20.0,4.1,,19.0,805.0,15.2,ICOS,F15,,115.0,76,41.70426559,12.35729313,EBF,Csa,12.8,3.5,2012.0,2023.0,2.9517436721193056,16.0,3,0.31305,0.16784,0.1389,0.46463
IT-Cpz,15.0,4.1,0.11,68.0,780.0,15.6,FLUXNET2015,F15,1.5,139.0,77,41.70524979,12.37611008,EBF,Csa,13.0,3.5,1997.0,2009.0,3.0625374226598354,16.0,10,0.30761,0.166,0.13548,0.46428
IT-Isp,38.0,4.9,0.11,210.0,1300.0,12.2,FLUXNET2015,,,,,45.81264114,8.633580208,DBF,Cfa,19.0,,2013.0,2014.0,6.379186539245759,225.0,208,0.2924,0.17924,0.10813,0.44255
IT-LMa,28.0,,,350.0,,,FLUXNET2015,,,,,45.15258026,7.582590103,,Cfa,25.0,,,,2.419587388228534,311.0,279,0.29045,0.1707,0.11459,0.43695
IT-La2,,4.5,,1350.0,1150.0,7.2,,F15,,180.0,78,45.954,11.285,ENF,Cfb,28.0,,,,8.952138681433015,1390.0,1236,0.4213,0.25823,0.15143,0.57214
IT-Lav,33.0,4.5,0.1,1353.0,1291.0,7.8,FLUXNET2015,,,,,45.95619965,11.28131962,ENF,Cfb,28.0,,,,8.995617631757616,1367.0,1319,0.4213,0.25823,0.15143,0.57214
IT-Lsn,8.0,4.4,,,1083.0,13.1,ICOS,,,,,45.740481,12.750297,OSH,Cfa,4.0,1.5,2016.0,2023.0,0.3681058458695052,-1.0,5,0.34069,0.17598,0.15805,0.45157
IT-MBo,2.5,2.9,0.16,1550.0,1214.0,5.1,FLUXNET2015,F15,2.139,30.0,79,46.01467896,11.04582977,GRA,Dfb,0.300000012,2.5,,,8.644256938266823,1561.0,1509,0.40514,0.2518,0.1427,0.56093
IT-Mal,3.0,2.9,,1610.0,,,FLUXNET2015,LT,,157.0,73,46.1140213,11.70333958,GRA,Dfc,0.5,,,,7.107429515863875,1699.0,1572,0.39901,0.25116,0.13845,0.54778
IT-Noe,3.0,4.6,0.25,25.0,588.0,15.9,FLUXNET2015,F15,,97.0,80,40.60617828,8.151689529,CSH,Csa,1.200000048,2.1,2004.0,2014.0,0.8115341123256694,26.0,37,0.32252,0.16802,0.14783,0.46227
IT-Non,13.0,4.6,,14.0,,,FLUXNET2015,LT,,0.0,81,44.69018936,11.0910902,MF,Cfa,7.0,1.7,,,0.6422636932990624,17.0,15,0.34875,0.17357,0.16797,0.45838
IT-PT1,30.0,4.9,0.11,60.0,984.0,12.7,FLUXNET2015,F15,,28.0,82,45.20087051,9.061039925,DBF,Cfa,26.0,4.45,2002.0,2004.0,2.016199924651514,65.0,70,0.3075,0.17135,0.13046,0.44021
IT-Ren,40.0,3.3,0.1,1730.0,809.3,4.7,FLUXNET2015,F15,1.237,144.5,83,46.58686066,11.43369007,ENF,Dfc,28.0,5.11,,,8.483364567443894,1741.0,1812,0.34366,0.22385,0.11241,0.51729
IT-Ro1,20.0,4.9,0.11,235.0,876.2,15.15,FLUXNET2015,F15,,77.0,84,42.4081192,11.93000984,DBF,Csa,15.0,4.3,2000.0,2008.0,2.0692867348473443,173.0,163,0.32376,0.16347,0.15392,0.43546
